userID, lvl#, ch#, selectedWord
2733211366, 0, 1, true
2733211366, 0, 2, sex
2733211366, 0, 3, came
2733211366, 0, 4, lied
2733211366, 0, 5, push
2733211366, 0, 6, wage
2733211366, 0, 7, pen
2733211366, 0, 8, bask
2733211366, 0, 0, del
2733211366, 0, 0, hate
2733211366, 0, 1, due
2733211366, 0, 2, sex
2733211366, 0, 3, came
2733211366, 0, 4, lied
2733211366, 0, 5, pits
2733211366, 0, 6, wage
2733211366, 0, 7, pen
2733211366, 0, 8, bask
2733211366, 0, 9, pour
2733211366, 0, 0, hate
2733211366, 0, 1, due
2733211366, 0, 2, sex
2733211366, 0, 3, came
2733211366, 0, 4, loud
2733211366, 0, 5, push
2733211366, 0, 6, one
2733211366, 0, 7, help
2733211366, 0, 8, bask
2733211366, 0, 0, del
2733211366, 0, 1, ode
2733211366, 0, 2, rex
2733211366, 0, 3, joe
2733211366, 0, 4, oud
2733211366, 0, 0, hate
2733211366, 0, 1, true
2733211366, 0, 2, sex
2733211366, 0, 3, came
2733211366, 0, 4, loud
2733211366, 0, 5, its
2733211366, 0, 6, wage
2733211366, 0, 7, pen
2733211366, 1, 0, lis
2733211366, 1, 1, pars
2733211366, 1, 2, cum
2733211366, 1, 3, toy
2733211366, 1, 4, yarn
2733211366, 1, 5, dill
2733211366, 1, 6, reap
2733211366, 1, 7, box
2733211366, 1, 8, slew
2733211366, 1, 9, foe
2707937469, 0, 0, del
2707937469, 0, 1, trode
2707937469, 0, 2, bore
2707937469, 0, 3, camo
2707937469, 0, 4, lied
2707937469, 0, 5, puts
2707937469, 0, 6, wage
2707937469, 0, 7, pen
2707937469, 0, 8, bask
2707937469, 0, 9, pour
2707937469, 1, 0, lush
2707937469, 1, 1, cars
2707937469, 1, 2, worm
2707937469, 1, 3, toy
2707937469, 1, 4, yarn
2707937469, 1, 5, wall
2707937469, 1, 6, reap
2707937469, 1, 7, book
2707937469, 1, 8, slew
2707937469, 1, 9, foe
2707937469, 2, 0, wig
2707937469, 2, 1, cued
2707937469, 2, 2, vas
2707937469, 2, 3, axel
2707937469, 2, 4, fox
2707937469, 2, 5, chow
2707937469, 2, 6, baud
2707937469, 2, 7, hot
2707937469, 2, 8, rig
2707937469, 2, 9, dyed
2707937469, 3, 0, racy
2707937469, 3, 1, from
2707937469, 3, 2, hop
2707937469, 3, 3, lox
2707937469, 3, 4, eta
2707937469, 3, 5, ark
2707937469, 3, 6, peal
2707937469, 3, 7, wand
2707937469, 3, 0, rap
2707937469, 3, 1, from
2707937469, 3, 2, hop
2707937469, 3, 3, celt
2707937469, 3, 4, tao
2707937469, 3, 5, ski
2707937469, 3, 6, puce
2707937469, 3, 7, wand
2707937469, 3, 0, racy
2707937469, 3, 1, from
2707937469, 3, 2, hop
2707937469, 3, 3, lox
2707937469, 3, 4, tao
2707937469, 3, 5, ski
2707937469, 3, 6, puce
2707937469, 3, 7, wand
2707937469, 3, 8, cis
2707937469, 3, 9, tutu
2707937469, 4, 0, soy
2707937469, 4, 0, soy
2707937469, 4, 1, koa
2707937469, 4, 2, slob
2707937469, 4, 3, yaws
2707937469, 4, 4, kir
2707937469, 4, 5, goof
2707937469, 4, 6, koan
2707937469, 4, 7, emic
2707937469, 4, 8, vox
2707937469, 4, 9, loup
2707937469, 5, 0, jersey
2707937469, 5, 1, rises
2707937469, 5, 2, quotes
2707937469, 5, 3, drug
2707937469, 5, 4, mortal
2707937469, 5, 5, finery
2707937469, 5, 6, famine
2707937469, 5, 7, liquid
2707937469, 5, 8, starch
2707937469, 5, 9, ender
831382614, 6, 0, gae
831382614, 6, 1, mutt
831382614, 6, 2, aurora
831382614, 6, 3, mulled
831382614, 6, 4, detest
831382614, 6, 5, coed
831382614, 6, 0, ope
831382614, 6, 1, mutter
831382614, 6, 2, aurora
831382614, 6, 3, mulled
831382614, 6, 4, detest
831382614, 6, 5, heed
831382614, 6, 6, ala
831382614, 6, 7, jimmie
831382614, 6, 8, rape
831382614, 6, 9, boon
831382614, 7, 0, rite
831382614, 7, 1, warns
831382614, 7, 2, heh
831382614, 7, 3, shat
831382614, 7, 4, tau
831382614, 7, 5, wicket
831382614, 7, 6, wean
831382614, 7, 7, garret
831382614, 7, 8, res
831382614, 7, 9, mode
2541524530, 0, 0, had
2541524530, 0, 1, true
2541524530, 0, 0, del
2541524530, 0, 1, true
1731319018, 0, 0, hat
1731319018, 0, 1, true
1731319018, 0, 2, bore
1731319018, 0, 3, came
1731319018, 0, 4, loud
1731319018, 0, 5, puts
1731319018, 0, 6, wage
1731319018, 0, 7, pen
1731319018, 0, 8, bask
1731319018, 0, 9, pour
1731319018, 1, 0, lush
1731319018, 1, 1, para
1731319018, 1, 2, worm
1731319018, 1, 3, mayo
1731319018, 1, 4, yarn
1731319018, 1, 5, wail
1731319018, 1, 6, reap
1731319018, 1, 7, book
1731319018, 1, 8, slew
1731319018, 1, 9, fox
2433857829, 0, 0, hat
2433857829, 0, 1, true
2433857829, 0, 2, box
2433857829, 0, 3, came
2433857829, 0, 4, lied
2433857829, 0, 5, pith
2433857829, 0, 6, won
2433857829, 0, 7, pen
2433857829, 0, 8, bulk
2433857829, 0, 9, pour
2433857829, 1, 0, lush
2433857829, 1, 1, para
2433857829, 1, 2, worm
2433857829, 1, 3, may
2433857829, 1, 4, tarn
2433857829, 1, 5, wall
2433857829, 1, 6, reap
2433857829, 1, 7, box
2894640137, 0, 0, hat
2894640137, 0, 1, true
2894640137, 0, 2, sex
2894640137, 0, 3, came
2894640137, 0, 4, lied
2894640137, 0, 5, push
2894640137, 0, 6, wage
2894640137, 0, 7, pen
2894640137, 0, 8, bask
2894640137, 0, 9, pur
2894640137, 1, 0, lush
2894640137, 1, 1, para
2894640137, 1, 2, worm
2894640137, 1, 3, may
2894640137, 1, 4, tarn
2894640137, 1, 5, will
2894640137, 1, 6, reap
2894640137, 1, 7, box
2894640137, 1, 8, sere
2894640137, 1, 9, fox
2894640137, 2, 0, whig
2894640137, 2, 1, cued
2894640137, 2, 2, vac
2894640137, 2, 3, axed
2894640137, 2, 4, fox
2894640137, 2, 5, chow
2894640137, 2, 6, ban
2894640137, 2, 7, cut
2894640137, 2, 8, fog
3052871512, 0, 0, hat
3052871512, 0, 1, true
3052871512, 0, 2, bore
3052871512, 0, 3, came
3052871512, 0, 4, loud
3052871512, 0, 5, push
3052871512, 0, 6, wage
3052871512, 0, 7, help
3052871512, 1, 0, lush
3052871512, 1, 1, para
3052871512, 1, 2, worm
3052871512, 1, 3, toy
3052871512, 1, 4, yarn
3052871512, 1, 5, wail
3052871512, 1, 6, reap
3052871512, 1, 7, box
3052871512, 1, 8, sere
3052871512, 1, 9, fox
3052871512, 2, 0, rig
3052871512, 2, 1, cued
3052871512, 0, 0, hate
3052871512, 0, 1, rode
3052871512, 0, 2, sex
3052871512, 0, 3, came
3052871512, 0, 4, lied
3052871512, 0, 5, push
3052871512, 0, 6, won
3052871512, 0, 7, pen
3052871512, 0, 8, bask
3052871512, 0, 9, pour
3052871512, 0, 0, hat
3052871512, 0, 1, trode
3052871512, 0, 2, sex
3052871512, 0, 3, came
3052871512, 0, 4, loud
3052871512, 0, 5, push
3052871512, 0, 6, wage
3052871512, 0, 7, pen
3052871512, 1, 0, lush
3052871512, 1, 1, cars
3052871512, 1, 2, worm
3052871512, 1, 3, toy
3052871512, 1, 4, yarn
3052871512, 1, 5, wall
3052871512, 1, 6, reap
3052871512, 1, 7, box
3052871512, 1, 8, slew
3052871512, 1, 9, fox
3052871512, 2, 0, whim
3052871512, 2, 1, cued
3052871512, 2, 2, vac
3052871512, 2, 3, auld
3052871512, 2, 4, fox
3052871512, 2, 5, chow
3052871512, 2, 6, baud
3052871512, 2, 7, clot
3052871512, 2, 8, fig
3052871512, 2, 9, dyed
3052871512, 3, 0, racy
3052871512, 3, 1, from
3052871512, 3, 2, hop
3052871512, 3, 3, clot
3052871512, 3, 4, mako
3052871512, 4, 0, soy
3052871512, 0, 0, del
3052871512, 0, 1, ode
3052871512, 0, 2, sex
3052871512, 0, 3, joe
3052871512, 0, 4, oud
3052871512, 0, 0, hat
3052871512, 0, 1, toe
3052871512, 0, 0, hate
3052871512, 0, 1, true
3052871512, 0, 2, sex
3052871512, 0, 3, camo
3052871512, 0, 4, lieu
3052871512, 0, 5, push
3052871512, 0, 6, age
3052871512, 0, 7, pen
3052871512, 0, 8, bulk
3052871512, 0, 9, pour
3052871512, 1, 0, lum
3052871512, 1, 1, pars
3052871512, 1, 2, worm
3052871512, 1, 3, toy
3052871512, 1, 4, yarn
3052871512, 1, 5, wad
3052871512, 1, 6, reap
3052871512, 1, 7, cox
3052871512, 1, 0, lum
3052871512, 1, 1, pars
3052871512, 1, 2, worm
3052871512, 1, 3, toy
3052871512, 1, 4, yarn
3052871512, 1, 5, wad
3052871512, 1, 6, reap
3052871512, 1, 7, cox
3052871512, 1, 8, slew
3052871512, 1, 9, foe
3052871512, 2, 0, whim
3052871512, 2, 1, cued
3052871512, 2, 2, sacs
3052871512, 2, 3, axel
3052871512, 2, 0, whim
3052871512, 2, 1, cued
3052871512, 2, 2, sacs
3052871512, 2, 3, axel
3052871512, 2, 4, noon
3052871512, 2, 5, chow
3052871512, 2, 6, baud
3052871512, 2, 7, hot
3052871512, 2, 8, frig
3052871512, 2, 9, yod
3052871512, 3, 0, rap
3052871512, 3, 1, holm
3052871512, 3, 2, hoy
3052871512, 3, 3, lox
3052871512, 3, 4, mako
3052871512, 0, 0, hat
3052871512, 0, 1, due
3052871512, 0, 2, sex
3052871512, 0, 3, camo
3052871512, 0, 4, loud
3052871512, 0, 5, pits
3052871512, 0, 6, wage
3052871512, 0, 7, pen
3052871512, 0, 8, ask
3052871512, 0, 9, pour
3052871512, 1, 0, lush
3052871512, 1, 1, cars
3052871512, 1, 2, cum
3052871512, 1, 3, may
3052871512, 1, 4, yarn
3052871512, 1, 5, wail
3052871512, 1, 6, reap
3052871512, 1, 7, box
3052871512, 0, 0, hate
3052871512, 0, 1, roue
3052871512, 0, 2, rex
3052871512, 0, 3, camo
3052871512, 0, 4, loud
3052871512, 0, 5, puts
3052871512, 0, 6, wage
3052871512, 0, 7, pen
3052871512, 0, 8, bulk
3052871512, 0, 9, pro
3052871512, 1, 0, lush
3052871512, 1, 1, para
3052871512, 1, 2, worm
3052871512, 1, 0, lush
3052871512, 1, 1, para
3052871512, 1, 2, worm
3052871512, 1, 3, toy
3052871512, 1, 4, yarn
3052871512, 1, 5, wall
3052871512, 1, 6, reap
3052871512, 1, 7, box
3052871512, 1, 8, sere
3052871512, 1, 9, fox
3052871512, 2, 0, whim
3052871512, 2, 1, cued
3052871512, 2, 2, vacs
3052871512, 2, 3, axel
3052871512, 2, 4, fox
3052871512, 2, 5, chow
3052871512, 2, 6, bad
3052871512, 2, 7, clot
3052871512, 2, 8, frig
3052871512, 2, 0, whim
3052871512, 2, 1, cued
3052871512, 2, 2, vacs
3052871512, 2, 3, axel
3052871512, 2, 4, fox
3052871512, 2, 5, chow
3052871512, 2, 6, baud
3052871512, 2, 7, clot
3052871512, 2, 8, frig
3052871512, 2, 9, dyed
3052871512, 2, 0, whim
3052871512, 2, 1, cued
3052871512, 2, 2, vacs
3052871512, 2, 3, axel
3052871512, 2, 4, fox
3052871512, 2, 5, chow
3052871512, 2, 6, baud
3052871512, 2, 7, clot
3052871512, 2, 8, frig
3052871512, 2, 9, dyed
3052871512, 3, 0, racy
3052871512, 3, 1, from
3052871512, 3, 2, hop
3052871512, 3, 3, celt
3052871512, 3, 4, mako
3052871512, 3, 5, abri
3052871512, 3, 6, puce
3052871512, 3, 7, wand
3052871512, 3, 8, cis
3052871512, 3, 9, tutu
2082784777, 0, 0, hate
2082784777, 0, 1, trod
2082784777, 0, 2, sex
2082784777, 0, 3, came
2082784777, 0, 4, lied
2082784777, 0, 5, push
2082784777, 0, 6, one
2082784777, 0, 7, pen
2082784777, 0, 8, busk
2082784777, 0, 9, pro
3722369271, 0, 0, hat
3722369271, 0, 1, due
3722369271, 0, 2, sex
3722369271, 0, 3, joe
3722369271, 0, 4, oud
3722369271, 0, 5, put
3722369271, 0, 6, age
2568312114, 0, 0, tel
2568312114, 0, 1, trode
2568312114, 0, 2, bore
2568312114, 0, 3, came
2568312114, 0, 4, lieu
2568312114, 0, 5, push
2568312114, 0, 6, wage
262114518, 0, 0, hat
262114518, 0, 1, true
262114518, 0, 2, box
262114518, 0, 3, came
262114518, 0, 4, lied
262114518, 0, 5, pith
262114518, 0, 6, won
262114518, 0, 7, pen
262114518, 1, 0, lush
262114518, 1, 1, cars
262114518, 1, 2, worm
262114518, 1, 3, may
262114518, 1, 4, yarn
262114518, 1, 5, will
262114518, 1, 6, reap
262114518, 1, 7, book
262114518, 1, 8, sew
262114518, 1, 9, fox
262114518, 0, 0, hat
262114518, 0, 1, true
262114518, 0, 2, bore
262114518, 0, 3, camo
262114518, 0, 4, loud
262114518, 0, 5, pish
262114518, 0, 6, wage
262114518, 0, 7, help
262114518, 0, 0, hat
262114518, 0, 1, true
262114518, 0, 2, bore
262114518, 0, 3, camo
262114518, 0, 4, loud
262114518, 0, 5, push
262114518, 0, 6, wage
262114518, 0, 7, help
262114518, 0, 8, bask
262114518, 0, 9, pro
262114518, 1, 0, lush
262114518, 1, 1, casa
262114518, 1, 2, cum
262114518, 1, 3, toy
262114518, 1, 4, yarn
262114518, 1, 5, will
262114518, 1, 6, reap
262114518, 1, 7, cox
262114518, 1, 8, sere
262114518, 1, 9, fox
262114518, 2, 0, whim
262114518, 2, 1, iced
262114518, 2, 2, sac
262114518, 2, 3, axel
262323410, 0, 0, hat
262323410, 0, 1, true
262323410, 0, 2, sex
262323410, 0, 3, joe
262323410, 0, 4, loud
262323410, 0, 5, push
262323410, 0, 6, age
262323410, 0, 7, pen
262323410, 0, 8, ask
262323410, 0, 9, pro
3328828338, 0, 0, hat
3328828338, 0, 1, rode
3328828338, 0, 2, sex
3328828338, 0, 3, came
3328828338, 0, 4, loud
3328828338, 0, 5, push
3328828338, 0, 6, won
3328828338, 0, 7, pen
3328828338, 0, 8, bask
3328828338, 0, 9, pour
3328828338, 1, 0, lush
3328828338, 1, 1, para
3328828338, 1, 2, worm
3328828338, 1, 3, may
3328828338, 1, 4, yarn
3328828338, 1, 5, wall
3328828338, 1, 6, reap
3328828338, 1, 7, bock
3328828338, 1, 8, slew
3328828338, 1, 9, fox
3328828338, 2, 0, rig
3328828338, 2, 1, cued
3328828338, 2, 2, vac
3328828338, 2, 3, axel
3328828338, 2, 4, fox
3328828338, 2, 5, chow
3328828338, 2, 6, bad
3328828338, 2, 7, cut
3328828338, 2, 8, frig
3328828338, 0, 0, hate
3328828338, 0, 1, roe
3328828338, 0, 2, bore
3328828338, 0, 3, came
3328828338, 0, 4, lied
3328828338, 0, 5, pith
3328828338, 0, 6, won
3328828338, 0, 7, pen
3328828338, 0, 8, bulk
3328828338, 0, 9, pour
3328828338, 1, 0, lush
3328828338, 1, 1, cars
3328828338, 1, 2, rum
3328828338, 1, 3, toy
3328828338, 1, 4, tarn
3328828338, 1, 5, wall
3328828338, 0, 0, hate
3328828338, 0, 1, true
3328828338, 0, 2, sex
3328828338, 0, 3, came
3328828338, 0, 4, lied
3328828338, 0, 5, puts
3328828338, 0, 6, wage
3328828338, 0, 7, help
3328828338, 0, 0, hate
3328828338, 0, 1, true
3328828338, 0, 2, sex
3328828338, 0, 3, came
3328828338, 0, 4, loud
3328828338, 0, 5, puts
3328828338, 0, 6, one
3328828338, 0, 7, help
3328828338, 0, 0, hate
3328828338, 0, 1, due
3328828338, 0, 2, sex
3328828338, 0, 3, came
3328828338, 0, 4, loud
3328828338, 0, 5, puts
3328828338, 0, 6, won
3328828338, 0, 7, pen
3328828338, 0, 8, bask
3328828338, 1, 0, lum
3328828338, 1, 1, pars
3328828338, 1, 2, cum
3328828338, 1, 3, mayo
3328828338, 1, 4, tarn
3328828338, 1, 5, wad
3328828338, 1, 6, ref
3328828338, 1, 7, cox
3328828338, 2, 0, rig
3328828338, 3, 0, rap
3328828338, 3, 1, from
3328828338, 3, 2, coy
3328828338, 3, 3, cel
3328828338, 3, 4, mako
3328828338, 3, 5, ski
3328828338, 3, 6, puce
3328828338, 2, 0, rig
3328828338, 2, 1, cued
3328828338, 2, 2, vacs
3328828338, 2, 3, axed
3328828338, 2, 4, fox
3328828338, 2, 5, dow
3328828338, 2, 6, bad
3328828338, 2, 7, cut
3328828338, 2, 8, frig
3328828338, 2, 9, yod
3328828338, 3, 0, rap
3328828338, 3, 1, from
3328828338, 3, 2, hop
3328828338, 3, 3, cox
3328828338, 0, 0, hat
3328828338, 0, 1, rode
12004244, 0, 0, hate
12004244, 0, 1, rode
12004244, 0, 2, bore
12004244, 0, 3, came
12004244, 0, 4, lied
12004244, 0, 5, push
1636319449, 0, 0, hate
1636319449, 0, 1, true
1636319449, 0, 2, bos
1636319449, 0, 3, came
1636319449, 0, 4, loud
1636319449, 0, 5, push
1636319449, 0, 6, wage
1636319449, 0, 7, pen
1636319449, 0, 8, bas
1636319449, 0, 9, pour
3009269318, 0, 0, hate
3009269318, 0, 1, true
3009269318, 0, 2, sex
3009269318, 0, 3, camo
3009269318, 0, 4, loud
3009269318, 0, 5, pits
3009269318, 1, 0, lush
3009269318, 1, 1, para
3009269318, 1, 2, rum
