userID, lvl#, isBrowser, numSolvedChallenges, totalScore, totalTime
2082784777, 0, True, 10, 53, 7
3722369271, 0, True, 7, 27, 4
2568312114, 0, True, 7, 32, 2
262114518, 0, True, 8, 42, 8
262114518, 1, True, 10, 49, 9
262114518, 0, True, 8, 39, 7
262114518, 0, True, 10, 53, 9
262114518, 1, True, 10, 54, 7
262114518, 2, True, 4, 15, 3
262323410, 0, True, 0, 0, 0
262323410, 0, True, 10, 49, 5
3328828338, 0, True, 10, 54, 10
3328828338, 1, True, 10, 54, 9
3328828338, 2, True, 9, 49, 9
3328828338, 0, True, 10, 52, 6
3328828338, 1, True, 6, 33, 6
3328828338, 0, True, 8, 42, 7
3328828338, 0, True, 8, 41, 8
3328828338, 0, True, 9, 49, 8
3328828338, 1, True, 8, 43, 8
3328828338, 2, True, 1, 3, 1
3328828338, 3, True, 7, 24, 5
3328828338, 2, True, 10, 54, 8
3328828338, 3, True, 4, 19, 3
3328828338, 0, True, 2, 7, 2
12004244, 0, True, 6, 28, 6
1636319449, 0, True, 10, 52, 6
3009269318, 0, True, 6, 34, 5
3009269318, 1, True, 10, 56, 5
3009269318, 0, True, 10, 59, 9
3009269318, 0, True, 10, 59, 10
3009269318, 0, True, 10, 59, 8
3009269318, 1, True, 8, 49, 8
3009269318, 1, True, 8, 50, 8
3009269318, 2, True, 10, 59, 8
3009269318, 3, True, 10, 57, 7
3009269318, 4, True, 10, 54, 5
3009269318, 6, True, 8, 57, 3
3009269318, 7, True, 6, 48, 2
3009269318, 8, True, 0, 0, 0
3009269318, 9, True, 3, 30, 2
3009269318, 10, True, 4, 33, 3
3009269318, 11, True, 3, 16, 2
3009269318, 12, True, 9, 65, 3
3009269318, 13, True, 2, 11, 1
3009269318, 14, True, 2, 18, 1
3009269318, 15, True, 1, 5, 1
3009269318, 16, True, 3, 22, 1
3009269318, 17, True, 1, 5, 1
3009269318, 18, True, 1, 6, 0
3009269318, 19, True, 3, 24, 1
3009269318, 20, True, 1, 7, 1
3575222913, 0, True, 5, 21, 4
1761001160, 1, True, 10, 52, 5
1761001160, 2, True, 9, 47, 4
1761001160, 3, True, 5, 20, 4
1761001160, 4, True, 7, 33, 4
1761001160, 4, True, 1, 6, 0
1761001160, 5, True, 1, 4, 1
1761001160, 6, True, 6, 50, 4
1761001160, 7, True, 10, 57, 4
1761001160, 8, True, 10, 63, 2
1761001160, 9, True, 5, 32, 2
2640920851, 0, True, 10, 55, 7
2640920851, 1, True, 0, 0, 0
2640920851, 0, True, 8, 34, 6
2640920851, 1, True, 10, 47, 7
2640920851, 0, True, 10, 58, 10
2640920851, 0, True, 10, 58, 10
2640920851, 0, True, 10, 58, 10
2640920851, 0, True, 10, 60, 9
2640920851, 1, True, 10, 60, 6
2640920851, 0, True, 10, 60, 9
357906756, 0, True, 10, 54, 10
1316785339, 0, True, 10, 56, 7
1907792895, 0, True, 10, 54, 6
1018992654, 0, True, 10, 58, 8
923295077, 0, True, 0, 0, 0
923295077, 1, True, 1, 3, 0
2354348106, 0, True, 9, 51, 9
1709293958, 0, True, 10, 55, 8
1709293958, 1, True, 10, 48, 8
2003323963, 0, True, 2, 9, 2
4160360630, 0, True, 10, 60, 8
4160360630, 1, True, 10, 54, 8
4160360630, 2, True, 10, 56, 5
4160360630, 3, True, 10, 56, 9
4160360630, 4, True, 10, 53, 8
4160360630, 5, True, 10, 77, 9
4160360630, 0, True, 10, 57, 9
4160360630, 0, True, 10, 60, 9
4160360630, 0, True, 10, 56, 10
4160360630, 0, True, 10, 58, 8
4160360630, 1, True, 8, 41, 8
4160360630, 0, True, 5, 18, 3
4160360630, 1, True, 1, 8, 0
4160360630, 0, True, 10, 53, 9
4160360630, 1, True, 10, 55, 7
4160360630, 2, True, 10, 62, 9
59145, 0, True, 8, 32, 7
59145, 0, True, 10, 51, 9
59145, 0, True, 10, 57, 9
59145, 1, True, 10, 54, 6
59145, 2, True, 10, 55, 9
59145, 3, True, 4, 19, 4
59145, 3, True, 5, 23, 4
59145, 3, True, 10, 47, 8
59145, 4, True, 7, 36, 4
3716583760, 0, True, 10, 54, 10
3716583760, 1, True, 10, 52, 9
1066052337, 0, True, 10, 47, 6
265897358, 0, True, 10, 58, 9
265897358, 1, True, 10, 56, 6
265897358, 0, True, 10, 56, 8
265897358, 1, True, 10, 53, 8
265897358, 2, True, 10, 52, 8
265897358, 3, True, 4, 19, 4
265897358, 0, True, 8, 41, 5
265897358, 0, True, 10, 55, 9
265897358, 1, True, 10, 54, 8
265897358, 2, True, 10, 52, 8
265897358, 3, True, 5, 23, 4
265897358, 4, True, 4, 22, 4
265897358, 5, True, 10, 81, 7
265897358, 6, True, 6, 50, 4
265897358, 7, True, 4, 36, 4
265897358, 8, True, 9, 60, 5
265897358, 9, True, 0, 0, 0
265897358, 10, True, 10, 59, 6
265897358, 11, True, 10, 52, 8
265897358, 12, True, 10, 60, 5
265897358, 13, True, 10, 53, 6
265897358, 14, True, 7, 48, 5
265897358, 15, True, 10, 53, 9
265897358, 0, True, 10, 56, 9
265897358, 1, True, 10, 51, 8
265897358, 0, True, 10, 58, 8
265897358, 1, True, 10, 56, 10
1305997152, 0, True, 10, 57, 7
1305997152, 1, True, 10, 56, 7
1305997152, 0, True, 10, 57, 4
2854123790, 0, True, 10, 52, 7
2854123790, 1, True, 10, 55, 7
2854123790, 2, True, 10, 62, 5
2854123790, 3, True, 10, 53, 9
2854123790, 4, True, 7, 36, 4
2854123790, 0, True, 10, 60, 8
2854123790, 1, True, 10, 56, 10
18670149, 0, True, 10, 57, 8
18670149, 1, True, 10, 51, 9
1561011812, 0, True, 3, 12, 2
1561011812, 1, True, 10, 41, 6
1561011812, 2, True, 8, 35, 2
989003988, 0, True, 10, 54, 5
989003988, 1, True, 0, 0, 0
989003988, 1, True, 10, 52, 7
989003988, 2, True, 9, 43, 4
989003988, 2, True, 10, 55, 9
989003988, 3, True, 4, 19, 4
989003988, 3, True, 5, 20, 2
4234078192, 0, True, 7, 32, 6
2344557963, 0, True, 10, 53, 5
2344557963, 1, True, 10, 55, 8
2578181180, 0, True, 10, 52, 5
2578181180, 0, True, 1, 3, 1
2578181180, 1, True, 0, 0, 0
2578181180, 2, True, 0, 0, 0
2578181180, 3, True, 0, 0, 0
2578181180, 0, True, 0, 0, 0
2578181180, 0, True, 10, 55, 6
2578181180, 1, True, 10, 50, 4
1160034932, 0, True, 0, 0, 0
1160034932, 0, True, 10, 51, 9
1160034932, 0, True, 10, 56, 10
1160034932, 0, True, 6, 33, 5
1160034932, 0, True, 9, 47, 5
1160034932, 0, True, 10, 55, 9
1160034932, 0, True, 10, 56, 10
1160034932, 1, True, 8, 46, 6
1160034932, 1, True, 7, 44, 7
1160034932, 1, True, 8, 50, 8
1160034932, 2, True, 2, 8, 2
1160034932, 3, True, 4, 18, 1
1160034932, 4, True, 0, 0, 0
1160034932, 5, True, 3, 29, 1
1160034932, 6, True, 0, 0, 0
1160034932, 7, True, 8, 54, 1
1160034932, 8, True, 2, 11, 2
1160034932, 9, True, 5, 42, 2
1160034932, 10, True, 1, 10, 0
1160034932, 11, True, 1, 8, 0
1160034932, 11, True, 6, 34, 4
1160034932, 12, True, 0, 0, 0
1160034932, 13, True, 1, 8, 0
1160034932, 14, True, 0, 0, 0
1160034932, 15, True, 3, 15, 0
1160034932, 16, True, 5, 35, 0
1160034932, 17, True, 0, 0, 0
1160034932, 18, True, 1, 6, 1
1160034932, 18, True, 3, 14, 1
1160034932, 19, True, 0, 0, 0
1160034932, 20, True, 3, 18, 1
1160034932, 21, True, 1, 7, 1
1160034932, 22, True, 3, 20, 1
1160034932, 23, True, 0, 0, 0
1160034932, 24, True, 1, 14, 1
1160034932, 25, True, 0, 0, 0
1160034932, 26, True, 5, 35, 0
1160034932, 27, True, 0, 0, 0
1160034932, 28, True, 2, 17, 1
1160034932, 29, True, 0, 0, 0
1160034932, 0, True, 10, 58, 7
1160034932, 1, True, 10, 51, 4
1160034932, 2, True, 2, 7, 1
1160034932, 2, True, 10, 44, 4
1160034932, 3, True, 3, 14, 3
1160034932, 0, True, 10, 50, 7
1160034932, 1, True, 10, 48, 5
1160034932, 2, True, 1, 3, 1
1160034932, 2, True, 1, 3, 1
1160034932, 3, True, 8, 43, 1
1160034932, 4, True, 0, 0, 0
1160034932, 4, True, 1, 6, 0
1160034932, 4, True, 1, 6, 1
3090198545, 0, True, 10, 57, 8
3090198545, 0, True, 10, 54, 8
3090198545, 1, True, 8, 47, 4
3090198545, 2, True, 2, 12, 1
3090198545, 3, True, 8, 38, 6
3090198545, 4, True, 4, 19, 3
3090198545, 5, True, 10, 74, 7
3090198545, 6, True, 6, 52, 6
3090198545, 7, True, 8, 51, 4
3090198545, 8, True, 4, 22, 2
3090198545, 9, True, 7, 51, 3
3090198545, 10, True, 0, 0, 0
1228264412, 0, True, 10, 58, 7
1259808853, 0, False, 10, 55, 9
1259808853, 1, False, 8, 46, 5
302371777, 0, True, 10, 55, 9
972833340, 0, True, 10, 60, 8
972833340, 0, True, 10, 56, 6
972833340, 1, True, 10, 53, 9
972833340, 2, True, 7, 31, 5
972833340, 2, True, 10, 53, 7
972833340, 0, True, 10, 52, 7
972833340, 0, True, 10, 56, 8
972833340, 0, True, 10, 56, 8
972833340, 0, True, 10, 58, 10
972833340, 1, True, 10, 53, 7
1898657370, 0, True, 3, 17, 3
1898657370, 1, True, 8, 47, 7
1569973165, 0, True, 10, 54, 6
1569973165, 1, True, 10, 48, 8
2676907592, 0, True, 10, 56, 7
2676907592, 1, True, 8, 48, 6
975225468, 0, True, 10, 56, 8
975225468, 1, True, 8, 48, 7
975225468, 1, True, 10, 55, 10
975225468, 2, True, 10, 58, 7
975225468, 0, True, 0, 0, 0
975225468, 1, True, 0, 0, 0
3314552090, 0, True, 8, 39, 7
3314552090, 1, True, 8, 43, 4
1307185085, 0, True, 7, 27, 5
1307185085, 1, True, 10, 39, 8
1307185085, 2, True, 10, 41, 7
1307185085, 3, True, 10, 35, 7
3827496799, 0, True, 7, 36, 6
3712933803, 0, True, 8, 35, 6
3712933803, 0, True, 10, 55, 9
3712933803, 1, True, 10, 60, 9
2060648776, 0, False, 10, 57, 6
2060648776, 1, False, 10, 54, 7
1713016241, 0, True, 10, 57, 10
1713016241, 0, True, 10, 57, 10
1713016241, 1, True, 10, 55, 8
1713016241, 2, True, 2, 7, 1
3218638339, 0, True, 10, 60, 7
3218638339, 1, True, 8, 46, 7
3218638339, 2, True, 10, 55, 9
3218638339, 3, True, 10, 53, 7
3218638339, 4, True, 4, 26, 4
3218638339, 5, True, 10, 77, 6
3218638339, 6, True, 6, 48, 5
3218638339, 7, True, 8, 51, 7
3218638339, 0, True, 10, 57, 10
3218638339, 1, True, 10, 54, 8
3218638339, 0, True, 10, 55, 8
3218638339, 0, True, 10, 56, 10
3218638339, 1, True, 10, 51, 5
3218638339, 2, True, 7, 40, 7
1440141993, 0, True, 6, 27, 6
303128810, 0, True, 10, 56, 8
303128810, 1, True, 10, 52, 8
303128810, 2, True, 1, 4, 1
303128810, 2, True, 10, 49, 9
303128810, 3, True, 5, 21, 2
303128810, 3, True, 10, 48, 9
303128810, 4, True, 7, 31, 3
182342976, 0, True, 10, 59, 6
3609573563, 0, True, 10, 60, 10
3609573563, 1, True, 10, 60, 10
3609573563, 1, True, 10, 60, 9
3609573563, 1, True, 10, 60, 10
3609573563, 1, True, 10, 61, 10
3609573563, 1, True, 10, 62, 10
3609573563, 0, True, 10, 60, 10
3609573563, 2, True, 10, 62, 10
3609573563, 3, True, 8, 46, 8
3609573563, 3, True, 10, 62, 10
3609573563, 4, True, 10, 59, 10
3609573563, 4, True, 10, 59, 10
3609573563, 4, True, 10, 59, 10
96418944, 0, True, 10, 57, 8
96418944, 1, True, 10, 53, 9
96418944, 2, True, 2, 11, 2
96418944, 3, True, 1, 3, 1
96418944, 4, True, 1, 3, 1
911800082, 0, True, 10, 58, 9
911800082, 0, True, 10, 58, 4
91264973, 0, True, 10, 60, 3
91264973, 1, True, 10, 53, 5
91264973, 2, True, 9, 47, 6
91264973, 2, True, 9, 49, 5
3369910306, 0, True, 10, 57, 9
3369910306, 1, True, 2, 12, 2
3369910306, 1, True, 10, 52, 5
3369910306, 2, True, 10, 54, 7
3369910306, 3, True, 10, 51, 6
3369910306, 4, True, 1, 6, 1
3369910306, 0, True, 10, 51, 7
3369910306, 1, True, 10, 53, 7
3369910306, 2, True, 8, 42, 6
3369910306, 3, True, 8, 36, 7
365405938, 0, True, 9, 49, 6
1389588105, 0, True, 10, 46, 8
1389588105, 1, True, 10, 51, 8
1549629514, 0, True, 10, 56, 5
1549629514, 1, True, 10, 49, 9
4246508607, 0, True, 10, 57, 9
1721480357, 0, True, 0, 0, 0
1721480357, 0, True, 5, 23, 4
1721480357, 1, True, 10, 60, 6
1721480357, 0, True, 10, 56, 7
1721480357, 2, True, 10, 58, 7
1721480357, 3, True, 8, 38, 6
1309422414, 0, True, 10, 52, 9
1309422414, 0, True, 10, 60, 8
1309422414, 1, True, 8, 49, 8
735052156, 0, True, 10, 58, 10
735052156, 1, True, 8, 45, 8
735052156, 0, True, 8, 36, 8
735052156, 1, True, 8, 39, 8
2907589655, 0, True, 10, 55, 10
2907589655, 0, True, 10, 57, 4
2907589655, 1, True, 8, 47, 5
2907589655, 2, True, 10, 57, 9
1466468869, 0, True, 10, 60, 5
1466468869, 1, True, 8, 49, 5
2913468365, 0, True, 8, 41, 7
2258672855, 0, True, 10, 57, 9
2258672855, 0, True, 2, 8, 1
2258672855, 1, True, 0, 0, 0
2258672855, 2, True, 10, 49, 3
2258672855, 3, True, 1, 4, 1
2258672855, 0, True, 10, 56, 9
2258672855, 1, True, 10, 50, 8
2258672855, 2, True, 10, 55, 9
2258672855, 0, True, 8, 36, 3
2258672855, 1, True, 10, 50, 4
2258672855, 0, True, 6, 34, 0
2258672855, 0, True, 10, 58, 7
2258672855, 1, True, 8, 42, 6
2258672855, 0, True, 10, 54, 7
2258672855, 0, True, 10, 60, 10
2258672855, 0, True, 10, 58, 8
2258672855, 1, True, 10, 50, 6
2258672855, 2, True, 9, 44, 5
2258672855, 2, True, 10, 48, 7
2258672855, 3, True, 10, 49, 6
2258672855, 4, True, 10, 52, 6
2258672855, 5, True, 3, 29, 2
2258672855, 4, True, 10, 59, 7
2258672855, 5, True, 10, 82, 5
2258672855, 6, True, 6, 50, 5
2258672855, 6, True, 10, 70, 5
2258672855, 7, True, 10, 60, 3
2258672855, 8, True, 9, 56, 4
2258672855, 0, True, 8, 37, 4
2258672855, 1, True, 8, 42, 5
2258672855, 0, True, 10, 56, 10
2258672855, 0, True, 10, 58, 10
2258672855, 1, True, 8, 49, 6
2258672855, 0, True, 2, 12, 2
2258672855, 0, True, 10, 58, 7
2258672855, 0, True, 10, 56, 9
2258672855, 0, True, 10, 58, 10
2258672855, 0, True, 10, 58, 6
2258672855, 1, True, 10, 58, 8
2258672855, 2, True, 10, 60, 9
2258672855, 3, True, 5, 23, 4
2258672855, 0, True, 10, 60, 9
2258672855, 1, True, 8, 49, 8
2258672855, 1, True, 10, 56, 8
2258672855, 2, True, 10, 59, 9
2258672855, 0, True, 10, 60, 10
2258672855, 1, True, 10, 56, 7
2258672855, 1, True, 8, 49, 8
2258672855, 1, True, 10, 56, 9
2258672855, 2, True, 10, 57, 9
2258672855, 3, True, 5, 23, 5
3146471963, 0, True, 10, 48, 10
3146471963, 1, True, 10, 50, 9
3146471963, 2, True, 7, 30, 6
3146471963, 2, True, 10, 43, 8
3146471963, 3, True, 10, 44, 7
3146471963, 4, True, 7, 31, 7
3146471963, 4, True, 10, 47, 10
3146471963, 5, True, 9, 70, 5
3146471963, 5, True, 10, 75, 9
3146471963, 6, True, 10, 61, 6
3146471963, 7, True, 2, 7, 2
3146471963, 7, True, 8, 39, 6
3146471963, 7, True, 8, 38, 7
3146471963, 7, True, 8, 35, 6
3146471963, 0, True, 8, 35, 5
3146471963, 0, True, 10, 55, 10
3146471963, 1, True, 10, 50, 10
3146471963, 0, True, 10, 50, 5
3146471963, 1, True, 10, 52, 7
3146471963, 2, True, 10, 51, 4
3146471963, 3, True, 8, 31, 5
3146471963, 3, True, 8, 29, 5
3146471963, 0, True, 10, 56, 8
3146471963, 1, True, 10, 52, 5
3146471963, 2, True, 3, 16, 3
3146471963, 0, True, 10, 55, 8
3146471963, 0, True, 10, 57, 10
3146471963, 7, True, 10, 47, 6
3146471963, 8, True, 9, 51, 9
3146471963, 8, True, 9, 49, 9
3146471963, 0, True, 10, 54, 9
3146471963, 1, True, 8, 46, 8
3146471963, 1, True, 10, 57, 9
3146471963, 2, True, 10, 50, 7
3146471963, 3, True, 8, 43, 8
3146471963, 0, True, 8, 40, 4
3146471963, 1, True, 10, 44, 6
3146471963, 2, True, 3, 11, 1
3146471963, 0, True, 10, 58, 4
3146471963, 1, True, 10, 54, 5
3146471963, 2, True, 10, 62, 6
3146471963, 0, True, 10, 56, 9
3146471963, 0, True, 10, 56, 5
3146471963, 1, True, 10, 50, 7
3146471963, 0, True, 10, 50, 7
3146471963, 1, True, 10, 49, 9
3146471963, 2, True, 8, 40, 5
3146471963, 0, True, 10, 52, 9
3146471963, 0, True, 10, 51, 4
3146471963, 0, True, 3, 13, 1
3146471963, 1, True, 10, 56, 3
3146471963, 0, True, 3, 14, 1
3146471963, 1, True, 0, 0, 0
3146471963, 2, True, 6, 30, 0
3146471963, 3, True, 4, 20, 2
3146471963, 4, True, 1, 6, 0
3146471963, 5, True, 4, 36, 0
3146471963, 6, True, 0, 0, 0
3146471963, 0, True, 10, 56, 9
3146471963, 1, True, 10, 53, 9
3146471963, 2, True, 10, 56, 6
3146471963, 3, True, 4, 19, 4
3146471963, 0, True, 9, 46, 7
3146471963, 1, True, 10, 52, 8
3146471963, 2, True, 10, 45, 10
3146471963, 3, True, 9, 42, 7
3146471963, 4, True, 10, 50, 9
3146471963, 5, True, 10, 54, 9
3146471963, 6, True, 10, 45, 10
3146471963, 7, True, 10, 45, 9
3146471963, 8, True, 10, 35, 4
3146471963, 0, True, 10, 58, 7
3146471963, 0, True, 10, 52, 9
3146471963, 0, True, 10, 55, 6
3146471963, 1, True, 10, 60, 8
3146471963, 2, True, 10, 61, 7
3146471963, 0, True, 10, 59, 8
3146471963, 0, True, 5, 27, 5
1666485883, 0, True, 10, 54, 6
1666485883, 0, True, 3, 12, 3
2459910448, 0, True, 10, 53, 9
2459910448, 1, True, 10, 49, 6
2818853552, 0, False, 10, 47, 7
2818853552, 1, False, 0, 0, 0
33807460, 0, True, 9, 47, 5
33807460, 1, True, 5, 20, 3
3210420508, 0, True, 1, 3, 1
3210420508, 1, True, 1, 8, 0
3210420508, 2, True, 9, 33, 3
1500779913, 0, True, 10, 56, 9
1500779913, 1, True, 10, 55, 9
2040455097, 0, False, 10, 52, 10
3189070961, 0, True, 10, 60, 8
3189070961, 1, True, 8, 48, 4
3189070961, 2, True, 2, 10, 1
3189070961, 3, True, 4, 19, 4
3189070961, 4, True, 4, 26, 2
3189070961, 5, True, 2, 17, 2
3189070961, 6, True, 6, 41, 3
3189070961, 7, True, 8, 53, 4
3189070961, 8, True, 7, 56, 4
3189070961, 9, True, 0, 0, 0
3189070961, 10, True, 4, 27, 3
3189070961, 11, True, 4, 21, 3
3189070961, 13, True, 2, 11, 1
3189070961, 14, True, 2, 18, 1
3189070961, 15, True, 5, 23, 1
3189070961, 16, True, 4, 23, 1
3189070961, 17, True, 3, 14, 1
3189070961, 18, True, 5, 36, 0
3189070961, 19, True, 2, 18, 0
3189070961, 20, True, 0, 0, 0
3189070961, 21, True, 4, 25, 2
3189070961, 22, True, 6, 43, 3
3189070961, 23, True, 0, 0, 0
3189070961, 24, True, 1, 10, 1
3189070961, 25, True, 0, 0, 0
3189070961, 26, True, 7, 45, 5
3189070961, 27, True, 4, 17, 0
3189070961, 28, True, 6, 33, 3
3189070961, 29, True, 3, 16, 0
3189070961, 1, True, 9, 51, 8
3189070961, 2, True, 10, 59, 8
1733413730, 0, True, 10, 58, 9
1733413730, 1, True, 10, 42, 8
1733413730, 2, True, 10, 50, 9
1733413730, 3, True, 4, 15, 4
1733413730, 3, True, 10, 47, 7
2886561059, 0, True, 10, 55, 10
1153539691, 0, False, 10, 57, 9
1345137234, 0, True, 10, 59, 7
1345137234, 1, True, 10, 59, 7
1345137234, 2, True, 9, 45, 5
1345137234, 2, True, 10, 57, 8
1345137234, 3, True, 3, 13, 2
2492909670, 0, True, 0, 0, 0
1004720550, 0, True, 10, 56, 9
1004720550, 1, True, 8, 49, 8
1004720550, 2, True, 10, 49, 8
1004720550, 3, True, 4, 17, 4
1004720550, 4, True, 10, 48, 6
891901758, 0, True, 2, 12, 2
891901758, 1, True, 1, 8, 0
1092282982, 0, True, 2, 6, 1
591449699, 0, True, 10, 58, 9
591449699, 1, True, 8, 42, 7
591449699, 1, True, 10, 50, 9
591449699, 2, True, 1, 3, 1
591449699, 2, True, 9, 45, 6
1049698882, 0, True, 3, 14, 2
1737198404, 0, True, 10, 56, 9
886218412, 0, True, 8, 39, 6
886218412, 1, True, 7, 39, 6
886218412, 2, True, 7, 40, 4
886218412, 0, True, 10, 53, 10
886218412, 0, True, 10, 55, 10
886218412, 0, True, 10, 49, 9
886218412, 1, True, 8, 34, 5
886218412, 0, True, 10, 53, 7
886218412, 0, True, 10, 53, 10
886218412, 1, True, 10, 51, 8
2379099156, 0, True, 10, 57, 10
2379099156, 0, True, 10, 59, 10
2379099156, 1, True, 10, 51, 9
1797232746, 0, True, 2, 11, 1
1797232746, 1, True, 8, 49, 5
1897982255, 0, True, 8, 43, 8
1897982255, 0, True, 10, 60, 9
1897982255, 0, True, 10, 60, 10
4074284980, 0, True, 10, 57, 9
1688006987, 0, True, 10, 56, 8
1694888237, 0, True, 10, 54, 5
1694888237, 0, True, 10, 51, 8
1694888237, 0, True, 10, 58, 8
1694888237, 1, True, 10, 46, 6
2838965318, 0, True, 1, 4, 1
2838965318, 1, True, 8, 43, 5
1476170876, 0, True, 5, 26, 4
1476170876, 1, True, 8, 50, 7
3373024144, 0, True, 10, 49, 6
872808453, 1, True, 6, 38, 6
872808453, 0, True, 8, 38, 7
872808453, 0, True, 8, 35, 7
872808453, 0, True, 10, 54, 10
2373905833, 0, True, 1, 3, 0
2701178595, 0, True, 10, 51, 6
2701178595, 1, True, 10, 52, 9
2701178595, 2, True, 10, 50, 6
2701178595, 0, True, 10, 53, 10
1490040970, 0, True, 9, 50, 9
1474595547, 0, True, 10, 55, 9
1474595547, 1, True, 0, 0, 0
1474595547, 2, True, 10, 54, 6
1179726840, 0, False, 10, 53, 9
1179726840, 1, False, 8, 41, 4
3186356873, 0, True, 10, 51, 10
3079103828, 0, True, 10, 59, 6
2215849555, 0, True, 10, 56, 8
658275973, 0, True, 10, 52, 7
658275973, 1, True, 10, 55, 8
9782459, 0, True, 10, 55, 9
9782459, 1, True, 10, 48, 10
9782459, 2, True, 10, 56, 8
9782459, 3, True, 5, 17, 4
1899794432, 0, True, 10, 51, 9
1899794432, 1, True, 10, 55, 9
1899794432, 2, True, 10, 48, 7
1899794432, 3, True, 4, 19, 1
1899794432, 3, True, 10, 43, 5
1899794432, 4, True, 4, 21, 1
2234641398, 0, True, 10, 55, 7
2234641398, 1, True, 9, 46, 8
2234641398, 2, True, 10, 49, 5
2234641398, 3, True, 8, 31, 4
2234641398, 4, True, 4, 19, 3
2234641398, 5, True, 10, 67, 8
3061576722, 0, True, 6, 29, 2
3061576722, 1, True, 5, 27, 2
3061576722, 2, True, 1, 4, 1
3061576722, 3, True, 10, 42, 2
3061576722, 4, True, 0, 0, 0
3061576722, 5, True, 2, 8, 1
3061576722, 6, True, 8, 43, 0
